Date:,ITS_Energy (kWh),EM-1 Export Energy (MWh),EM-2 Export Energy (MWh),EM-1 Import Energy (MWh),EM-2 Import Energy (MWh),,,,,,,,
01-01-2023 00:00,0,104.33,104.34,1.01,1,,,,,,,,
01-01-2023 01:00,0,104.33,104.34,1.01,1,,,,,,,,
01-01-2023 02:00,0,104.33,104.34,1.01,1,,,,,,,,
01-01-2023 03:00,0,104.33,104.34,1.01,1.01,,,,,,,,
01-01-2023 04:00,0,104.33,104.34,1.01,1.01,,,,,,,,
01-01-2023 05:00,0,104.33,104.34,1.01,1.01,,,,,,,,
01-01-2023 06:00,0,104.33,104.34,1.01,1.01,,,,,,,,
01-01-2023 07:00,0,104.33,104.34,1.01,1.01,,,,,,,,
01-01-2023 08:00,0,104.33,104.34,1.01,1.01,,,,,,,,
01-01-2023 09:00,0.01,104.33,104.34,1.01,1.01,,,,,,,,
01-01-2023 10:00,0.01,104.34,104.34,1.01,1.01,,,,,,,,
01-01-2023 11:00,0.04,104.34,104.35,1.01,1.01,,,,,,,,
01-01-2023 12:00,0.08,104.36,104.37,1.01,1.01,,,,,,,,
01-01-2023 13:00,0.07,104.4,104.41,1.01,1.01,,,,,,,,
01-01-2023 14:00,0.05,104.44,104.44,1.01,1.01,,,,,,,,
01-01-2023 15:00,0.04,104.46,104.47,1.01,1.01,,,,,,,,
01-01-2023 16:00,0,104.48,104.49,1.01,1.01,,,,,,,,
01-01-2023 17:00,0,104.48,104.49,1.01,1.01,,,,,,,,
01-01-2023 18:00,0,104.48,104.49,1.01,1.01,,,,,,,,
01-01-2023 19:00,0,104.48,104.49,1.01,1.01,,,,,,,,
01-01-2023 20:00,0,104.48,104.49,1.01,1.01,,,,,,,,
01-01-2023 21:00,0,104.48,104.49,1.01,1.01,,,,,,,,
01-01-2023 22:00,0,104.48,104.49,1.01,1.01,,,,,,,,
01-01-2023 23:00,0,104.48,104.49,1.01,1.01,,,,,,,,
02-01-2023 00:00,0,104.48,104.49,1.01,1.01,,,,,,,,
02-01-2023 01:00,0,104.48,104.49,1.01,1.01,,,,,,,,
02-01-2023 02:00,0,104.48,104.49,1.01,1.01,,,,,,,,
02-01-2023 03:00,0,104.48,104.49,1.01,1.01,,,,,,,,
02-01-2023 04:00,0,104.48,104.49,1.01,1.01,,,,,,,,
02-01-2023 05:00,0,104.48,104.49,1.01,1.01,,,,,,,,
02-01-2023 06:00,0,104.48,104.49,1.01,1.01,,,,,,,,
02-01-2023 07:00,0,104.48,104.49,1.01,1.01,,,,,,,,
02-01-2023 08:00,0.01,104.48,104.49,1.01,1.01,,,,,,,,
02-01-2023 09:00,0.01,104.49,104.49,1.01,1.01,,,,,,,,
02-01-2023 10:00,0.02,104.49,104.5,1.01,1.01,,,,,,,,
02-01-2023 11:00,0.04,104.5,104.51,1.01,1.01,,,,,,,,
02-01-2023 12:00,0.08,104.52,104.53,1.01,1.01,,,,,,,,
02-01-2023 13:00,0.08,104.56,104.57,1.01,1.01,,,,,,,,
02-01-2023 14:00,0.06,104.6,104.61,1.01,1.01,,,,,,,,
02-01-2023 15:00,0.03,104.63,104.64,1.01,1.01,,,,,,,,
02-01-2023 16:00,0.01,104.65,104.65,1.01,1.01,,,,,,,,
02-01-2023 17:00,0,104.65,104.66,1.01,1.01,,,,,,,,
02-01-2023 18:00,0,104.65,104.66,1.01,1.01,,,,,,,,
02-01-2023 19:00,0,104.65,104.66,1.01,1.01,,,,,,,,
02-01-2023 20:00,0,104.65,104.66,1.01,1.01,,,,,,,,
02-01-2023 21:00,0,104.65,104.66,1.01,1.01,,,,,,,,
02-01-2023 22:00,0,104.65,104.66,1.01,1.01,,,,,,,,
02-01-2023 23:00,0,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 00:00,0,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 01:00,0,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 02:00,0,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 03:00,0,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 04:00,0,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 05:00,0,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 06:00,0,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 07:00,0,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 08:00,0,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 09:00,0.02,104.65,104.66,1.01,1.01,,,,,,,,
03-01-2023 10:00,0.02,104.66,104.67,1.01,1.01,,,,,,,,
03-01-2023 11:00,0.06,104.67,104.68,1.01,1.01,,,,,,,,
03-01-2023 12:00,0.1,104.7,104.71,1.01,1.01,,,,,,,,
03-01-2023 13:00,0.08,104.75,104.76,1.01,1.01,,,,,,,,
03-01-2023 14:00,0.06,104.79,104.8,1.01,1.01,,,,,,,,
03-01-2023 15:00,0.03,104.82,104.83,1.01,1.01,,,,,,,,
03-01-2023 16:00,0.01,104.84,104.84,1.01,1.01,,,,,,,,
03-01-2023 17:00,0,104.84,104.85,1.01,1.01,,,,,,,,
03-01-2023 18:00,0,104.84,104.85,1.01,1.01,,,,,,,,
03-01-2023 19:00,0,104.84,104.85,1.01,1.01,,,,,,,,
03-01-2023 20:00,0,104.84,104.85,1.01,1.01,,,,,,,,
03-01-2023 21:00,0,104.84,104.85,1.01,1.01,,,,,,,,
03-01-2023 22:00,0,104.84,104.85,1.01,1.01,,,,,,,,
03-01-2023 23:00,0,104.84,104.85,1.02,1.01,,,,,,,,
04-01-2023 00:00,0,104.84,104.85,1.02,1.01,,,,,,,,
04-01-2023 01:00,0,104.84,104.85,1.02,1.01,,,,,,,,
04-01-2023 02:00,0,104.84,104.85,1.02,1.01,,,,,,,,
04-01-2023 03:00,0,104.84,104.85,1.02,1.02,,,,,,,,
04-01-2023 04:00,0,104.84,104.85,1.02,1.02,,,,,,,,
04-01-2023 05:00,0,104.84,104.85,1.02,1.02,,,,,,,,
04-01-2023 06:00,0,104.84,104.85,1.02,1.02,,,,,,,,
04-01-2023 07:00,0,104.84,104.85,1.02,1.02,,,,,,,,
04-01-2023 08:00,0,104.84,104.85,1.02,1.02,,,,,,,,
04-01-2023 09:00,0.02,104.84,104.85,1.02,1.02,,,,,,,,
04-01-2023 10:00,0.02,104.85,104.86,1.02,1.02,,,,,,,,
04-01-2023 11:00,0.03,104.86,104.87,1.02,1.02,,,,,,,,
04-01-2023 12:00,0.09,104.88,104.88,1.02,1.02,,,,,,,,
04-01-2023 13:00,0.09,104.92,104.93,1.02,1.02,,,,,,,,
04-01-2023 14:00,0.07,104.97,104.97,1.02,1.02,,,,,,,,
04-01-2023 15:00,0.02,105,105.01,1.02,1.02,,,,,,,,
04-01-2023 16:00,0.02,105.01,105.02,1.02,1.02,,,,,,,,
04-01-2023 17:00,0,105.02,105.03,1.02,1.02,,,,,,,,
04-01-2023 18:00,0,105.02,105.03,1.02,1.02,,,,,,,,
04-01-2023 19:00,0,105.02,105.03,1.02,1.02,,,,,,,,
04-01-2023 20:00,0,105.02,105.03,1.02,1.02,,,,,,,,
04-01-2023 21:00,0,105.02,105.03,1.02,1.02,,,,,,,,
04-01-2023 22:00,0,105.02,105.03,1.02,1.02,,,,,,,,
04-01-2023 23:00,0,105.02,105.03,1.02,1.02,,,,,,,,
05-01-2023 00:00,0,105.02,105.03,1.02,1.02,,,,,,,,
05-01-2023 01:00,0,105.02,105.03,1.02,1.02,,,,,,,,
05-01-2023 02:00,0,105.02,105.03,1.02,1.02,,,,,,,,
05-01-2023 03:00,0,105.02,105.03,1.02,1.02,,,,,,,,
05-01-2023 04:00,0,105.02,105.03,1.02,1.02,,,,,,,,
05-01-2023 05:00,0,105.02,105.03,1.02,1.02,,,,,,,,
05-01-2023 06:00,0,105.02,105.03,1.02,1.02,,,,,,,,
05-01-2023 07:00,0,105.02,105.03,1.02,1.02,,,,,,,,
05-01-2023 08:00,0.01,105.02,105.03,1.02,1.02,,,,,,,,
05-01-2023 09:00,0.01,105.03,105.03,1.02,1.02,,,,,,,,
05-01-2023 10:00,0.04,105.03,105.04,1.02,1.02,,,,,,,,
05-01-2023 11:00,0.09,105.05,105.06,1.02,1.02,,,,,,,,
05-01-2023 12:00,0.1,105.1,105.1,1.02,1.02,,,,,,,,
05-01-2023 13:00,0.09,105.15,105.15,1.02,1.02,,,,,,,,
05-01-2023 14:00,0.06,105.19,105.2,1.02,1.02,,,,,,,,
05-01-2023 15:00,0.03,105.22,105.23,1.02,1.02,,,,,,,,
05-01-2023 16:00,0.01,105.24,105.24,1.02,1.02,,,,,,,,
05-01-2023 17:00,0,105.24,105.25,1.02,1.02,,,,,,,,
05-01-2023 18:00,0,105.24,105.25,1.02,1.02,,,,,,,,
05-01-2023 19:00,0,105.24,105.25,1.02,1.02,,,,,,,,
05-01-2023 20:00,0,105.24,105.25,1.02,1.02,,,,,,,,
05-01-2023 21:00,0,105.24,105.25,1.02,1.02,,,,,,,,
05-01-2023 22:00,0,105.24,105.25,1.02,1.02,,,,,,,,
05-01-2023 23:00,0,105.24,105.25,1.02,1.02,,,,,,,,
06-01-2023 00:00,0,105.24,105.25,1.02,1.02,,,,,,,,
06-01-2023 01:00,0,105.24,105.25,1.02,1.02,,,,,,,,
06-01-2023 02:00,0,105.24,105.25,1.02,1.02,,,,,,,,
06-01-2023 03:00,0,105.24,105.25,1.02,1.02,,,,,,,,
06-01-2023 04:00,0,105.24,105.25,1.02,1.02,,,,,,,,
06-01-2023 05:00,0,105.24,105.25,1.02,1.02,,,,,,,,
06-01-2023 06:00,0,105.24,105.25,1.02,1.02,,,,,,,,
06-01-2023 07:00,0,105.24,105.25,1.02,1.02,,,,,,,,
06-01-2023 08:00,0.01,105.24,105.25,1.02,1.02,,,,,,,,
06-01-2023 09:00,0.02,105.25,105.25,1.02,1.02,,,,,,,,
06-01-2023 10:00,0.05,105.26,105.26,1.02,1.02,,,,,,,,
06-01-2023 11:00,0.11,105.28,105.29,1.02,1.02,,,,,,,,
06-01-2023 12:00,0.11,105.34,105.34,1.02,1.02,,,,,,,,
06-01-2023 13:00,0.1,105.39,105.4,1.02,1.02,,,,,,,,
06-01-2023 14:00,0.06,105.44,105.45,1.02,1.02,,,,,,,,
06-01-2023 15:00,0.04,105.47,105.48,1.02,1.02,,,,,,,,
06-01-2023 16:00,0.01,105.49,105.5,1.02,1.02,,,,,,,,
06-01-2023 17:00,0,105.5,105.5,1.02,1.02,,,,,,,,
06-01-2023 18:00,0,105.5,105.5,1.02,1.02,,,,,,,,
06-01-2023 19:00,61447.5,25319.04,25320.72,246,245.76,,,,,,,,
06-01-2023 20:00,61447.5,25319.04,25320.72,246,245.76,,,,,,,,
06-01-2023 21:00,61447.5,25319.04,25320.72,246,245.76,,,,,,,,
06-01-2023 22:00,61447.5,25319.04,25320.72,246,245.76,,,,,,,,
06-01-2023 23:00,61447.5,25319.04,25320.72,246.24,246,,,,,,,,
07-01-2023 00:00,61447.5,25319.04,25320.72,246.24,246,,,,,,,,
07-01-2023 01:00,0,25319.04,25320.72,246.24,246,,,,,,,,
07-01-2023 02:00,0,25319.04,25320.72,246.24,246,,,,,,,,
07-01-2023 03:00,0,25319.04,25320.72,246.48,246.24,,,,,,,,
07-01-2023 04:00,0,25319.04,25320.72,246.48,246.24,,,,,,,,
07-01-2023 05:00,0,25319.04,25320.72,246.48,246.24,,,,,,,,
07-01-2023 06:00,0,25319.04,25320.72,246.48,246.24,,,,,,,,
07-01-2023 07:00,0,25319.04,25320.72,246.72,246.48,,,,,,,,
07-01-2023 08:00,267.2,25319.04,25320.96,246.72,246.48,,,,,,,,
07-01-2023 09:00,1678.9,25320.48,25322.16,246.72,246.48,,,,,,,,
07-01-2023 10:00,4747.6,25323.36,25325.28,246.72,246.48,,,,,,,,
07-01-2023 11:00,12499.1,25330.56,25332.48,246.72,246.48,,,,,,,,
07-01-2023 12:00,26380,25344.24,25346.16,246.72,246.48,,,,,,,,
07-01-2023 13:00,40282.7,25358.16,25360.08,246.72,246.48,,,,,,,,
07-01-2023 14:00,52655.6,25370.64,25372.56,246.72,246.48,,,,,,,,
07-01-2023 15:00,61431.6,25379.76,25381.44,246.72,246.48,,,,,,,,
07-01-2023 16:00,64162.7,25382.88,25384.56,246.72,246.48,,,,,,,,
07-01-2023 17:00,64162.7,25382.88,25384.56,246.72,246.48,,,,,,,,
07-01-2023 18:00,64170.9,25382.88,25384.56,246.72,246.48,,,,,,,,
07-01-2023 19:00,64170.9,25382.88,25384.56,246.72,246.48,,,,,,,,
07-01-2023 20:00,64170.9,25382.88,25384.56,246.72,246.48,,,,,,,,
07-01-2023 21:00,64170.9,25382.88,25384.56,246.72,246.48,,,,,,,,
07-01-2023 22:00,64170.9,25382.88,25384.56,246.72,246.48,,,,,,,,
07-01-2023 23:00,64170.9,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 00:00,64170.9,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 01:00,1312.5,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 02:00,1312.5,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 03:00,1312.5,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 04:00,1312.5,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 05:00,1312.5,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 06:00,1312.5,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 07:00,1,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 08:00,450.5,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 09:00,3117.9,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 10:00,10485.3,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 11:00,22354.5,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 12:00,36188.8,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 13:00,49500.3,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 14:00,60098.09,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 15:00,68793.8,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 16:00,72745.7,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 17:00,73831.3,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 18:00,73907.3,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 19:00,73907.3,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 20:00,73907.3,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 21:00,73907.3,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 22:00,73907.3,25382.88,25384.56,246.72,246.48,,,,,,,,
08-01-2023 23:00,73907.3,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 00:00,55672,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 01:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 02:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 03:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 04:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 05:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 06:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 07:00,0.4,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 08:00,526,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 09:00,2928.1,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 10:00,9737.5,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 11:00,21089.3,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 12:00,34555,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 13:00,48179.6,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 14:00,58116.7,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 15:00,66717.1,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 16:00,70666.7,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 17:00,71815.7,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 18:00,71896.3,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 19:00,71896.3,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 20:00,71896.3,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 21:00,71896.3,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 22:00,71896.3,25382.88,25384.56,246.72,246.48,,,,,,,,
09-01-2023 23:00,71896.3,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 00:00,71896.3,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 01:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 02:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 03:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 04:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 05:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 06:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 07:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 08:00,361.9,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 09:00,2401,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 10:00,8463.5,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 11:00,19886.4,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 12:00,31568.7,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 13:00,44804,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 14:00,56927.7,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 15:00,65785.11,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 16:00,69861.6,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 17:00,70993.7,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 18:00,71072.5,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 19:00,71072.5,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 20:00,71072.5,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 21:00,71072.5,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 22:00,71072.5,25382.88,25384.56,246.72,246.48,,,,,,,,
10-01-2023 23:00,71072.5,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 00:00,60174.6,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 01:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 02:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 03:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 04:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 05:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 06:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 07:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 08:00,287.6,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 09:00,1583.4,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 10:00,4851.8,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 11:00,15206.4,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 12:00,28049.1,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 13:00,40771.8,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 14:00,51756,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 15:00,59579.2,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 16:00,63337.1,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 17:00,64495.9,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 18:00,64574.6,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 19:00,64574.6,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 20:00,64574.6,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 21:00,64574.6,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 22:00,64574.6,25382.88,25384.56,246.72,246.48,,,,,,,,
11-01-2023 23:00,64574.6,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 00:00,64574.6,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 01:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 02:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 03:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 04:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 05:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 06:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 07:00,0,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 08:00,206.1,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 09:00,1199.8,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 10:00,3799.1,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 11:00,12084.4,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 12:00,24893.2,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 13:00,37615.9,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 14:00,49084.5,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 15:00,57587.6,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 16:00,61686.1,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 17:00,62906.5,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 18:00,62989.2,25382.88,25384.56,246.72,246.48,,,,,,,,
12-01-2023 19:00,46789.8,25382.88,25384.56,253.44,255.36,,,,,,,,
12-01-2023 20:00,46789.8,25382.88,25384.56,253.44,255.36,,,,,,,,
12-01-2023 21:00,46789.8,25382.88,25384.56,253.44,255.6,,,,,,,,
12-01-2023 22:00,46789.8,25382.88,25384.56,253.68,255.6,,,,,,,,
12-01-2023 23:00,46789.8,25382.88,25384.56,253.68,255.6,,,,,,,,
13-01-2023 00:00,16657.2,25382.88,25384.56,253.68,255.84,,,,,,,,
13-01-2023 01:00,0,25382.88,25384.56,253.68,255.84,,,,,,,,
13-01-2023 02:00,0,25382.88,25384.56,253.92,255.84,,,,,,,,
13-01-2023 03:00,0,25382.88,25384.56,253.92,255.84,,,,,,,,
13-01-2023 04:00,0,25382.88,25384.56,253.92,256.08,,,,,,,,
13-01-2023 05:00,0,25382.88,25384.56,254.16,256.08,,,,,,,,
13-01-2023 06:00,0,25382.88,25384.56,254.16,256.08,,,,,,,,
13-01-2023 07:00,0,25382.88,25384.56,254.16,256.08,,,,,,,,
13-01-2023 08:00,219.3,25382.88,25384.8,254.16,256.08,,,,,,,,
13-01-2023 09:00,1366.9,25383.84,25385.52,254.16,256.08,,,,,,,,
13-01-2023 10:00,4535.3,25386.48,25388.4,254.16,256.08,,,,,,,,
13-01-2023 11:00,13992.3,25394.88,25396.8,254.16,256.08,,,,,,,,
13-01-2023 12:00,26391,25407.36,25409.28,254.16,256.08,,,,,,,,
13-01-2023 13:00,39805.4,25420.56,25422.48,254.16,256.08,,,,,,,,
13-01-2023 14:00,51696.2,25432.56,25434.48,254.16,256.08,,,,,,,,
13-01-2023 15:00,60815,25442.16,25444.08,254.16,256.08,,,,,,,,
13-01-2023 16:00,65257.7,25447.44,25449.12,254.16,256.08,,,,,,,,
13-01-2023 17:00,66530.7,25448.88,25450.8,254.16,256.08,,,,,,,,
13-01-2023 18:00,66623.9,25449.12,25450.8,254.16,256.08,,,,,,,,
13-01-2023 19:00,66623.9,25449.12,25450.8,254.16,256.32,,,,,,,,
13-01-2023 20:00,66623.9,25449.12,25450.8,254.4,256.32,,,,,,,,
13-01-2023 21:00,66623.9,25449.12,25450.8,254.4,256.32,,,,,,,,
13-01-2023 22:00,66623.9,25449.12,25450.8,254.4,256.32,,,,,,,,
13-01-2023 23:00,66623.9,25449.12,25450.8,254.4,256.56,,,,,,,,
14-01-2023 00:00,66623.9,25449.12,25450.8,254.64,256.56,,,,,,,,
14-01-2023 01:00,0,25449.12,25450.8,254.64,256.56,,,,,,,,
14-01-2023 02:00,0,25449.12,25450.8,254.64,256.56,,,,,,,,
14-01-2023 03:00,0,25449.12,25450.8,254.64,256.8,,,,,,,,
14-01-2023 04:00,0,25449.12,25450.8,254.88,256.8,,,,,,,,
14-01-2023 05:00,0,25449.12,25450.8,254.88,256.8,,,,,,,,
14-01-2023 06:00,0,25449.12,25450.8,254.88,256.8,,,,,,,,
14-01-2023 07:00,0,25449.12,25450.8,254.88,257.04,,,,,,,,
14-01-2023 08:00,313.5,25449.12,25451.04,254.88,257.04,,,,,,,,
14-01-2023 09:00,1742.2,25450.32,25452,254.88,257.04,,,,,,,,
14-01-2023 10:00,4906.8,25452.96,25454.64,254.88,257.04,,,,,,,,
14-01-2023 11:00,15155.5,25461.12,25463.04,254.88,257.04,,,,,,,,
14-01-2023 12:00,29179.4,25474.8,25476.72,254.88,257.04,,,,,,,,
14-01-2023 13:00,43465,25488.96,25490.88,254.88,257.04,,,,,,,,
14-01-2023 14:00,55757.91,25502.16,25504.08,254.88,257.04,,,,,,,,
14-01-2023 15:00,64879.31,25512.96,25514.88,254.88,257.04,,,,,,,,
14-01-2023 16:00,69294.6,25518.72,25520.64,254.88,257.04,,,,,,,,
14-01-2023 17:00,70459.41,25520.64,25522.32,254.88,257.04,,,,,,,,
14-01-2023 18:00,70544,25520.64,25522.56,255.12,257.04,,,,,,,,
14-01-2023 19:00,70544,25520.64,25522.56,255.12,257.04,,,,,,,,
14-01-2023 20:00,70544,25520.64,25522.56,255.12,257.04,,,,,,,,
14-01-2023 21:00,70544,25520.64,25522.56,255.12,257.04,,,,,,,,
14-01-2023 22:00,70544,25520.64,25522.56,255.12,257.28,,,,,,,,
14-01-2023 23:00,70544,25520.64,25522.56,255.36,257.28,,,,,,,,
15-01-2023 00:00,70544,25520.64,25522.56,255.36,257.28,,,,,,,,
15-01-2023 01:00,3944.2,25520.64,25522.56,255.36,257.28,,,,,,,,
15-01-2023 02:00,3944.2,25520.64,25522.56,255.36,257.52,,,,,,,,
15-01-2023 03:00,3944.2,25520.64,25522.56,255.6,257.52,,,,,,,,
15-01-2023 04:00,3944.2,25520.64,25522.56,255.6,257.52,,,,,,,,
15-01-2023 05:00,3944.2,25520.64,25522.56,255.6,257.52,,,,,,,,
15-01-2023 06:00,3944.2,25520.64,25522.56,255.6,257.76,,,,,,,,
15-01-2023 07:00,3944.3,25520.64,25522.56,255.84,257.76,,,,,,,,
15-01-2023 08:00,4322.5,25520.88,25522.8,255.84,257.76,,,,,,,,
15-01-2023 09:00,6134.9,25522.32,25524.24,255.84,257.76,,,,,,,,
15-01-2023 10:00,12013,25527.36,25529.28,255.84,257.76,,,,,,,,
15-01-2023 11:00,22853.4,25538.4,25540.32,255.84,257.76,,,,,,,,
15-01-2023 12:00,34158.1,25551.36,25553.28,255.84,257.76,,,,,,,,
15-01-2023 13:00,47995.8,25565.28,25567.2,255.84,257.76,,,,,,,,
