timestamp,2023-04-01_KERAGHARI_WEATHER_STATION_1,,,KERAGHARI_WEATHER_STATION_2,,,RATAMATE_WEATHER_STATION_1,,,RATAMATE_WEATHER_STATION_2,,,HELIPAD_WEATHER_STATION_1,,,HELIPAD_WEATHER_STATION_2,,,FOREBAY_WEATHER_STATION_1,,,FOREBAY_WEATHER_STATION_2,,,STAFF_QUARTER_WEATHER_STATION_1,,,STAFF_QUARTER_WEATHER_STATION_2,,,COFFEE_AREA_1_WEATHER_STATION_1,,,COFFEE_AREA_1_WEATHER_STATION_2,,,COFFEE_AREA_2_WEATHER_STATION_1,,,COFFEE_AREA_2_WEATHER_STATION_2,,
,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max,Inst,Avg,Max
01-01-2023 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01-2023 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.03,0.25,0,0,0,0,0,0,0,0,0,0,0,0.07
01-01-2023 02:00,0.12,0.2,0.43,0.06,0.13,0.32,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01-2023 03:00,0.31,0.42,0.55,0.06,0.19,0.32,0.22,0.19,0.49,0.33,0.37,0.6,0.36,0.4,0.52,0.43,0.46,0.68,0.23,0.2,0.37,0.32,0.35,0.57,0.36,0.4,0.61,0.43,0.63,0.8,0.31,0.26,0.43,0.35,0.16,0.29,0.3,0.23,0.42,0.2,0.34,0.53
01-01-2023 04:00,0.31,0.35,0.49,0.06,0.1,0.25,0.27,0.3,0.43,0.27,0.26,0.47,0.36,0.27,0.36,0.31,0.33,0.49,0.09,0.11,0.23,0.25,0.18,0.32,0.36,0.25,0.42,0.25,0.22,0.43,0.18,0.18,0.37,0.23,0.19,0.29,0.3,0.22,0.42,0.33,0.19,0.33
01-01-2023 05:00,0.43,0.4,0.55,0.13,0.16,0.25,0.16,0.27,0.38,0.33,0.31,0.47,0.36,0.29,0.41,0.31,0.29,0.43,0.19,0.19,0.33,0.25,0.22,0.38,0.24,0.26,0.42,0.25,0.28,0.43,0.31,0.34,0.49,0.29,0.29,0.41,0.36,0.31,0.48,0.33,0.3,0.46
01-01-2023 06:00,0.43,0.36,0.49,0.13,0.09,0.25,0.27,0.24,0.38,0.2,0.28,0.47,0.21,0.28,0.41,0.31,0.28,0.43,0.19,0.17,0.33,0.25,0.2,0.45,0.18,0.23,0.36,0.31,0.23,0.37,0.18,0.22,0.37,0.29,0.25,0.35,0.24,0.3,0.54,0.26,0.23,0.39
01-01-2023 07:00,1.95,0.71,1.22,1.76,0.29,0.57,2.16,0.38,0.65,2,0.38,0.67,1.24,0.35,0.57,1.54,0.39,0.68,1.22,0.25,0.51,1.21,0.65,1.08,1.45,0.34,0.61,1.61,0.37,0.68,1.72,0.4,0.61,1.58,0.5,0.82,1.79,0.4,0.66,1.71,0.41,0.66
01-01-2023 08:00,23.64,17.68,20.16,24.2,15.72,17.39,22.88,15.85,17.81,22.65,15.6,17.24,15.29,9.98,11.42,18.94,12.35,13.51,17.29,11.15,13.04,16.29,13.07,15.02,17.86,12.39,15.01,20.04,13.96,15.77,19.42,13.89,15.99,21.45,16.45,18.23,22.06,15.31,19.55,21.07,15.34,19.3
01-01-2023 09:00,58.59,50.32,55.23,63.96,50.78,57.6,56.07,42.54,45.81,59.6,43.71,48.3,41.12,26.21,31.62,53.67,35.35,42.25,44.3,29.73,34.63,42.19,34.57,38.5,49.82,33.1,42.13,46.87,33.95,43.97,62.44,32.05,42.15,64.71,40.43,50.46,74.14,47.35,58.59,70.29,44.26,55.79
01-01-2023 10:00,87.79,83.88,94.82,96.92,83.19,89.55,90.12,78.71,81.92,84.78,76.37,81.31,72.85,56.48,60.4,94.69,78.7,82.41,90.8,64.52,70.71,89.86,73.12,81.71,91.04,58.72,62.23,87.26,68.35,74.76,128.92,93.93,110.66,136.74,111.77,133.93,148.94,90.81,105.23,152.26,78.1,94.57
01-01-2023 11:00,171.24,144.54,157.13,183.69,149.68,158.36,149.05,129.39,139.76,149.52,133.11,145.91,115.99,95.12,107.57,155.63,123.46,135.28,140.11,113.37,116.32,141.21,121.34,136.31,160.41,143.15,158.47,168.76,151.98,155.96,153.18,193.96,210.1,168.39,182.73,216.33,196.89,196.23,210.88,180.81,170.81,186.59
01-01-2023 12:00,448.48,245.02,294.41,375.01,233.07,258.43,354.97,248.31,301.06,334.92,233.62,298.84,385.47,204.18,262.3,515.82,265.12,351.18,473.74,247.42,411.07,518.2,454.61,587.05,514.28,270.55,376.75,528.11,281.59,445.92,445.75,292.06,346.31,496.5,337.26,485.36,601.96,350.06,476.4,580.23,301.3,364.84
01-01-2023 13:00,629.2,643.23,656.5,499.6,506.94,515.79,494.95,499,508.87,460.33,464.56,473.55,357.98,368.03,373.17,487.5,498.19,504.71,444.11,453.79,459.81,473.21,481.93,489.94,506.65,515.21,523.78,489.46,504.2,514.32,433.99,452.28,465.79,467.6,485.79,498.2,585.28,595.64,603.75,547.81,560.24,566.65
01-01-2023 14:00,536.82,567.15,579.65,431.54,461.96,469.79,419.56,449.43,459.71,382.09,410.69,420.71,307.35,324.62,330.44,415.02,441.46,449.81,379.9,398.4,407.7,378,391.62,402,419.24,443.15,462.7,409.01,432.21,446.42,208.94,350.61,387.6,351.61,395.97,412.45,464.38,508.39,543.13,428.5,467.18,501.15
01-01-2023 15:00,396.19,448.28,470.9,315.27,369.87,384.66,311.53,358.64,370.51,266.04,319.15,333.12,225.05,266.22,275.27,296.65,351.48,365.24,275.4,325.83,339.71,251.37,276.6,296.17,295.27,351.53,369.42,287.37,341.3,356.01,152.69,251.5,290.92,162.47,293.04,316.79,331.35,397.06,418.41,293.82,358.42,379.34
01-01-2023 16:00,187.25,241.95,266.3,151.43,209.64,228.94,156.71,218.8,239.38,82.71,111.83,121.26,106.69,155.96,169.56,137.81,199.41,219.42,130.34,191.91,210.25,86.1,123.85,160.94,139.22,208.54,224.45,133.51,199.2,215.51,76.47,113.49,128.61,82.29,109.47,126.31,150.73,224.62,245.73,128.44,192.46,212.44
01-01-2023 17:00,18.02,47.79,61.52,17.52,53.02,67.68,17.86,53.61,68.16,13.03,36.36,44.76,12.14,37.83,48.56,15.42,45.26,55.83,15.38,43.48,59.87,14.76,25.75,34.36,16.34,44.97,54.05,15.95,43.6,53.18,13.97,36.92,42.95,15.41,33.94,42.49,19.49,53.68,63.26,17.26,48,56.51
01-01-2023 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01-2023 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01-2023 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01-2023 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01-2023 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01-2023 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.12,0,0,0,0,0,0.13,0.01,0.13,0,0.02,0.24,0.25,0.01,0.12,0.25,0.16,0.37,0.06,0.03,0.23,0,0,0,0,0,0
02-01-2023 00:00,0,0.04,0.24,0,0.06,0.25,0,0,0.11,0,0.11,0.33,0,0.08,0.21,0,0.08,0.25,0,0,0.09,0,0.07,0.25,0,0.06,0.3,0,0.2,0.49,0,0.12,0.31,0,0.02,0.18,0,0.01,0.12,0,0.05,0.2
02-01-2023 01:00,0,0.03,0.18,0,0,0,0,0,0,0,0.01,0.13,0,0.03,0.15,0,0,0.12,0,0,0,0,0,0,0,0,0.12,0,0.02,0.19,0,0.01,0.12,0,0,0.06,0,0,0,0,0,0
02-01-2023 02:00,0,0,0.12,0,0,0,0,0,0,0,0,0.07,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
02-01-2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-01-2023 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-01-2023 05:00,0.31,0.25,0.43,0.13,0.04,0.19,0,0.02,0.16,0.2,0.15,0.33,0.15,0.11,0.26,0.12,0.14,0.37,0.05,0,0.05,0.13,0,0.06,0.12,0,0,0,0,0.06,0.18,0,0,0.12,0,0.06,0.06,0,0,0,0,0
02-01-2023 06:00,0.24,0.32,0.49,0.19,0.1,0.25,0.22,0.24,0.38,0.2,0.22,0.4,0.26,0.24,0.36,0.25,0.24,0.37,0.14,0.16,0.33,0.25,0.18,0.32,0.18,0.24,0.36,0.19,0.21,0.37,0.18,0.18,0.31,0.18,0.19,0.29,0.3,0.23,0.42,0.13,0.19,0.33
02-01-2023 07:00,1.65,0.58,0.92,1.32,0.21,0.44,1.62,0.33,0.65,1.4,0.34,0.67,1.24,0.32,0.52,1.54,0.35,0.62,1.36,0.23,0.47,1.46,0.61,1.15,1.69,0.31,0.61,1.86,0.3,0.56,1.65,0.32,0.55,1.7,0.48,0.88,1.97,0.41,0.72,1.77,0.33,0.66
02-01-2023 08:00,21.26,12.96,15.52,20.73,11.26,13.86,23.2,12.41,16.19,22.25,10.62,13.56,13.95,7.3,8.42,17.46,9.72,12.15,15.19,8.62,10.7,14.57,12.81,14.7,22.09,11.83,15.19,23.68,11.29,13.79,18.38,11.94,14.03,19.4,14.29,16.59,26.67,17.2,21.23,27.63,16.27,20.28
02-01-2023 09:00,46.61,38.94,43.93,46.32,37.04,40.46,51.48,37.39,44.3,48.91,35.55,39.62,48.46,31.55,40.25,50.64,34.51,38.74,58.46,45.77,53.42,60.84,60.1,67.84,72.09,53.22,60.96,69.45,51.34,60.42,76.04,42.31,60.23,82.23,57.54,72.38,92.85,53.46,76.77,88.99,51.65,72
02-01-2023 10:00,92.86,84.45,97.2,99.19,82.25,94.02,95.62,80.89,84.4,84.32,72.32,77.23,63.91,56.25,59.78,89.51,73.7,82.41,78.89,66.05,68.84,80.18,71.82,78.78,101.03,84.11,92.55,95.54,83.4,91.46,120.09,90.87,104.59,123.2,104.19,116.28,138.23,120.15,134.82,125.75,109.34,116.89
02-01-2023 11:00,174.24,148.3,155.11,184.77,150.4,162.08,167.23,147.08,152.82,154.53,136.71,139.77,132,104.19,115.06,164.02,145.55,151.87,165.44,119.84,126.23,165.07,135.71,150.76,164.04,129.2,138.31,178.53,132.8,142.23,224.25,168.56,181.61,239.9,186.67,214.34,297.27,215.55,244.18,291.4,199.92,225.9
02-01-2023 12:00,777.47,378.17,424.29,594.19,333.12,395.62,506.23,291.32,363.5,579.72,283.02,353.3,474.12,190.81,223.86,472.27,252.63,310.16,568.28,230.69,252.41,484.66,298.65,379.98,353.32,301.03,406.17,455.82,301.23,372.95,364.63,378.48,472.53,516.66,403.17,544.44,534.82,470.39,671.85,615.02,417.48,588.83
02-01-2023 13:00,715.28,724.49,733.42,556.57,570.21,576.73,543.25,557.42,566.4,508.5,524.72,534.95,396.32,405.17,410.42,543.89,555.42,564.37,487.99,497.75,507.11,516.29,517.95,522.33,549.32,556.71,567.6,533.74,550.44,562.37,462.23,465.19,473.26,498.37,506.96,511.03,617.09,624.54,627.37,572.29,592.95,598.87
02-01-2023 14:00,598.65,634.46,651.8,471.05,510.4,519.58,454.26,491.83,506.77,417.37,457.96,469.61,328.89,358.83,371.21,450.62,490.29,507.68,409.01,444.75,460.23,403.97,429.8,446.54,455.44,493.88,506.35,438.63,481.01,494.16,195.52,368.35,404.94,396.62,421.66,435.77,511.26,543.85,566.5,469.38,502.56,523.27
02-01-2023 15:00,440.72,492.12,515.26,335.63,393.66,411.06,332.36,379.72,392.96,287.55,340.42,355.9,242.62,281.11,290.46,318.24,374.18,388.44,306.67,350.36,363.45,272.18,298.92,319.27,329.17,390.1,402.84,317.73,372.09,384.21,136.45,250.87,304.34,139.38,308.82,332.79,362.02,420.46,441.19,319.68,379.53,398.04
02-01-2023 16:00,201.18,261.22,295.08,153.57,219.49,245.2,159.73,224.83,246.67,73.69,95.52,102.22,112.16,162.51,178.4,143.05,206.04,230.15,140.2,199.49,221.66,79.61,121.69,161.38,157.02,221.95,245.15,147.24,209.25,233.2,76.77,99.74,117.83,82.29,98.91,105.73,169.5,238.91,262.89,138.22,197.72,222.94
02-01-2023 17:00,21.87,57.41,75.27,20.42,58.2,75.37,20.61,58.26,72.58,14.5,36.1,44.43,14.21,40.11,52.54,18.14,44.54,56.26,17.43,46.42,67.34,15.91,26.61,34.11,19.19,45.6,56.72,18.37,44.42,55.59,16.42,37.67,46.2,17.88,33.54,43.49,22.72,54.23,66.61,20.87,48.45,59.2
02-01-2023 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-01-2023 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-01-2023 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-01-2023 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-01-2023 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-01-2023 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-01-2023 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-01-2023 01:00,0.31,0.06,0.37,0.25,0,0,0,0,0,0.13,0,0,0.52,0.05,0.41,0.62,0.05,0.56,0.23,0,0,0.13,0.19,0.51,0.42,0.06,0.42,0.74,0.03,0.37,0,0,0,0,0,0,0.12,0.04,0.3,0.2,0.16,0.53
03-01-2023 02:00,0.37,0.43,0.73,0.25,0.3,0.5,0.27,0.37,0.49,0.33,0.42,0.67,0.15,0.42,0.57,0.25,0.45,0.62,0.05,0.28,0.56,0.13,0.23,0.51,0.06,0.32,0.48,0.19,0.44,0.68,0.49,0.3,0.61,0.23,0.1,0.23,0.24,0.3,0.54,0.13,0.31,0.53
03-01-2023 03:00,0.43,0.4,0.55,0.19,0.18,0.32,0.22,0.25,0.38,0.33,0.33,0.53,0.41,0.29,0.41,0.31,0.32,0.49,0.14,0.18,0.33,0.25,0.25,0.38,0.18,0.25,0.42,0.37,0.28,0.43,0.43,0.4,0.61,0.29,0.33,0.53,0.24,0.27,0.42,0.2,0.29,0.46
03-01-2023 04:00,0.37,0.4,0.55,0.19,0.15,0.25,0.22,0.23,0.38,0.33,0.29,0.47,0.26,0.27,0.36,0.19,0.31,0.49,0.09,0.18,0.28,0.19,0.18,0.32,0.36,0.24,0.42,0.25,0.24,0.37,0.25,0.27,0.43,0.29,0.24,0.41,0.48,0.27,0.42,0.26,0.27,0.46
03-01-2023 05:00,0.37,0.38,0.55,0.13,0.12,0.25,0.27,0.23,0.38,0.27,0.3,0.53,0.21,0.28,0.41,0.19,0.29,0.49,0.19,0.19,0.33,0.19,0.17,0.32,0.24,0.25,0.36,0.31,0.24,0.43,0.18,0.22,0.37,0.23,0.25,0.41,0.36,0.39,0.66,0.33,0.25,0.46
03-01-2023 06:00,0.43,0.36,0.61,0,0.14,0.25,0.16,0.25,0.38,0.27,0.28,0.47,0.31,0.26,0.36,0.37,0.22,0.37,0.19,0.2,0.33,0.13,0.18,0.38,0.18,0.22,0.36,0.19,0.23,0.43,0.18,0.25,0.37,0.29,0.25,0.41,0.42,0.35,0.54,0.2,0.25,0.39
03-01-2023 07:00,2.08,0.6,0.92,1.7,0.23,0.38,1.89,0.34,0.59,1.8,0.35,0.6,1.65,0.34,0.52,1.73,0.4,0.68,1.78,0.26,0.47,1.59,0.67,1.4,2.24,0.31,0.67,2.04,0.3,0.56,1.78,0.31,0.61,1.82,0.5,0.94,2.39,0.49,0.84,2.17,0.36,0.72
03-01-2023 08:00,30.06,18.34,27.43,32.01,13.25,21.3,34.59,18.28,29.03,30.13,13.72,22.78,28,12.81,20.25,36.39,16.39,25.11,33.04,16.39,25.47,31.88,26.78,30.61,39.83,16.49,23.37,39.14,17.01,24.12,37.07,16.18,20.53,37.63,19.57,24.5,49.8,21.78,31.03,46.33,19.61,28.22
03-01-2023 09:00,59.99,52.84,60.85,61.76,49.11,57.6,57.04,45.36,48.89,58.46,44.43,50.64,45.98,37.09,40.09,54.78,47.07,53.91,56.78,43.86,46.31,57.91,50.74,57.85,60.89,49.04,55.14,64.75,49.76,57.2,76.28,54.9,58.64,79.54,60.32,68.63,90.4,68.36,74.5,85.65,62.45,69.3
03-01-2023 10:00,101.11,88.57,96.1,110.53,91.07,99.25,98.21,87.98,103.07,95.27,79.19,85.45,95.17,73.48,85.66,117.33,92.08,105.73,121.51,88.17,100.62,135.04,120.32,139.62,133.29,95.46,98.85,132.52,91.67,95.67,183.14,83.97,112.31,185.8,108.33,133.22,232.76,115.59,140.74,198.66,109.96,134.74
03-01-2023 11:00,260.81,175.67,202.1,261.14,171.83,185.65,259.99,149.67,166.96,253.48,145.62,162.22,223.81,115.78,129.83,281.54,157.75,180.62,249.46,135.18,140.53,248.12,167.17,222.6,208.47,159.13,171.36,246.68,161.38,174.33,243.49,184.45,218.56,251.03,208.57,232.1,301.64,214.76,221.22,281.42,192.94,196.63
03-01-2023 12:00,773.13,727.3,767.14,596.52,541.71,582.02,580.81,544.9,587.28,550.59,522.08,552.46,402.98,389.8,434.24,568.25,517.01,567.2,501.78,454.26,520.15,552.88,524.01,548.17,536.85,488,562.76,556.18,536.15,605.84,481.9,459.56,503.96,530.2,522.85,541.27,630.42,614.8,673.41,586.34,542.57,664.76
03-01-2023 13:00,701.41,735,759.2,544.66,576.26,592.17,531.27,561.98,575.84,496.54,533.02,545.18,383.97,393.93,407.01,527.85,548.71,570.97,480.56,495.33,515.52,510.94,511.07,521.19,529.77,570.78,587.7,528.91,554.95,574.36,491.09,502.46,513.82,526.91,542.57,551.47,607.34,664.43,668.5,555.16,626.9,633.85
03-01-2023 14:00,654.67,662.91,671.84,502.25,520.69,537.16,489.28,508,519.4,453.85,473.27,485.78,355.86,365.99,371.26,494.04,500.97,507.55,445.04,452.03,461.21,449.6,463.38,473.46,498.48,503.11,514.34,473.57,487.97,494.34,198.09,379.03,421.55,433.02,436.85,451.42,546.18,559.52,571.65,495.11,516.91,528.19
03-01-2023 15:00,439.56,490.94,511.71,331.22,388.63,415.03,328.53,381.4,406.24,284.28,340.5,366.46,246.54,281.45,295.83,324.28,381.87,399.23,312.84,354.2,375.6,278.22,305.87,319.01,346.85,395.1,417.24,328.61,375.34,395.96,151.1,258.51,333.13,124.67,330.75,355.01,387.67,433.92,466,340.49,387.36,416.22
03-01-2023 16:00,201.73,257.53,280.36,149.85,205.92,230.01,160,219.54,242.94,67.08,87.22,95.27,108.44,158.11,178.55,142.06,202.36,225.52,137.54,200.1,222.45,70.64,116.69,159.09,152.42,226.82,250.72,143.1,210.57,233.81,67.89,91,112.43,73.32,88.22,94.19,168.25,248.73,278.08,136.25,202.16,231.15
03-01-2023 17:00,18.45,54.3,76.24,16.57,53.68,70.39,17.21,53.82,67.02,12.96,31.54,38.42,11.88,36.9,48.31,15.67,39.21,49.23,15.19,43.1,62.72,13.75,23.64,30.61,16.1,38.94,47.34,15.15,38.21,47.06,13.97,32.95,40.13,15.53,30.22,37.39,19.91,46.48,56.68,17.85,42.95,51.78
03-01-2023 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-01-2023 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-01-2023 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-01-2023 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-01-2023 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-01-2023 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-01-2023 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-01-2023 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-01-2023 02:00,0,0.05,0.31,0,0.02,0.13,0,0,0.05,0,0.11,0.33,0,0.32,0.52,0,0.26,0.56,0,0.03,0.14,0,0.01,0.19,0,0.01,0.18,0,0.33,0.56,0,0,0.06,0,0,0,0,0,0,0,0,0
04-01-2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0.31,0,0,0,0,0,0,0,0,0,0.14,0.36,0,0.23,0.49,0.43,0,0,0.12,0,0.12,0.3,0,0,0.33,0,0.07
04-01-2023 04:00,0.43,0.58,0.73,0.25,0.33,0.5,0.32,0.22,0.54,0.27,0.36,0.6,0.31,0,0,0.31,0.08,0.37,0.14,0,0,0.19,0.02,0.32,0.06,0.03,0.18,0.06,0.01,0.19,0,0,0,0,0,0,0,0,0,0,0,0
04-01-2023 05:00,0.43,0.39,0.55,0.25,0.16,0.32,0.32,0.24,0.38,0.27,0.29,0.47,0.26,0.34,0.46,0.19,0.38,0.56,0.19,0.2,0.37,0.25,0.31,0.45,0.3,0.34,0.48,0.25,0.39,0.56,0.43,0.47,0.67,0.41,0.43,0.59,0.3,0.38,0.54,0.46,0.38,0.53
04-01-2023 06:00,0.37,0.43,0.61,0.13,0.18,0.32,0.22,0.27,0.49,0.2,0.3,0.47,0.21,0.27,0.36,0.31,0.27,0.43,0.23,0.18,0.37,0.19,0.17,0.32,0.3,0.28,0.48,0.25,0.27,0.49,0.31,0.38,0.55,0.29,0.3,0.47,0.36,0.37,0.54,0.46,0.31,0.46
04-01-2023 07:00,1.65,0.62,0.98,1.39,0.29,0.5,1.62,0.37,0.65,1.54,0.4,0.6,1.5,0.35,0.57,1.73,0.42,0.68,1.64,0.27,0.56,1.59,0.65,1.27,1.94,0.35,0.67,1.86,0.35,0.62,1.9,0.33,0.61,2.05,0.54,1.11,2.51,0.52,0.9,2.3,0.38,0.79
04-01-2023 08:00,18.08,13.05,15.21,18.02,11,14.3,19.32,12.02,15.16,17.3,10.59,13.7,17.51,10.26,13.12,20.48,12.44,15.73,20.56,12.61,16.5,19.54,16.32,19.54,26.75,14.73,18.22,25.85,14.35,19.29,26.1,13.47,18.01,26.84,17.51,21.45,37.55,16.87,22.72,33.54,15.83,20.48
04-01-2023 09:00,70.01,44.72,61.09,68.31,41.03,50.41,64.16,46.11,49.92,55.72,40.21,46.37,42.67,35.42,38.85,55.7,43.7,49.1,53.84,41.66,47.01,51.99,49.24,53.2,57.87,43.16,44.55,58.07,43.15,47.25,69.97,51.04,55.94,72.44,57.18,62.36,75.57,59.18,66.37,66.15,52.62,62.74
04-01-2023 10:00,114.92,104.01,111.01,124.21,110.9,116.58,115.91,96.73,105.66,113.18,93.44,101.62,83.13,63.01,69.08,109.8,86.34,99.93,101.93,75,81.92,102.65,83.76,100.42,123.73,91.41,98.55,130.91,87.84,98.7,144.05,91.5,107.84,150.51,115.39,132.99,193.9,111.98,154.2,169.46,114.01,151.54
04-01-2023 11:00,231.05,172.93,199.35,244.88,174.85,181.43,214.23,168.44,183.31,220.28,154.63,167.63,150.24,118.84,132.83,193.69,158.95,171.55,179.13,135.8,145.76,184.1,152.82,169.91,198.6,145.75,155.81,195.29,148.96,161.9,218.49,197.08,205.26,232.16,206.03,214.93,221.28,232.95,258.35,203.71,215.24,237.45
04-01-2023 12:00,639.03,442.67,515.26,494.56,382.81,488.07,508.93,361.83,444.55,412.22,338.19,409.22,358.6,239.18,303.73,641.04,338.39,398.86,405.18,259.43,325.36,364.13,366.41,449.53,615,272.76,337.04,384.33,272.59,325.89,293.18,237.9,271.68,429.97,276.13,368.96,422.35,317.59,339.84,350.27,304.3,321.98
04-01-2023 13:00,738.73,745.73,754.37,576.04,574.72,579.88,550.75,564.66,570.18,518.99,530.27,536.56,409.23,412.32,419.36,568.56,586.34,595.76,509.63,519.59,527.44,538.11,553.51,568.22,576.5,584.93,592,557.54,576.09,581.35,490.91,496.37,510.64,530.67,539.28,543.68,652.12,658.66,670.3,608.32,620.54,632.21
04-01-2023 14:00,614.04,648.92,681.49,473.82,518.03,539.05,473.9,510.25,523.5,435.81,476.8,491.46,362.74,383.88,390.89,493.73,527.13,531.92,453.83,474.12,483.46,453.41,475.11,487.71,515.18,526.54,536.07,488.65,512.37,522.98,254.46,387.85,433.93,439.17,455.2,464.49,567.82,579.7,593.65,519.2,533.68,547.61
04-01-2023 15:00,436.81,489.39,514.04,335.82,387.55,408.67,330.2,383.11,395.55,286.95,344.9,359.64,239.41,287.95,300.12,322.62,387.37,404.6,308.16,363.04,381.25,279.37,309.38,334.73,332.8,402.38,426.51,322.74,385.74,407.52,211.2,267.58,343.37,148.58,333.98,365.68,372.85,454.03,485.01,327.3,405.18,432.3
04-01-2023 16:00,224.33,271.76,300.15,176.7,226.6,245.64,186.71,233.94,257.57,93.33,103.55,109.57,130.56,164.78,180.57,171.55,216.29,237.49,168.57,210.64,230.21,106.66,141.36,172.33,185.53,237.56,256.29,175.75,222.37,243.28,102.69,115.01,129.16,109.31,117.26,121.09,205.32,260.51,281.19,165.65,219.34,240.99
